chapter,question_number,Question,Answer,question_length,answer_length
21,21.38,"During a turning operation, a tool-chip thermocouple was used to measure cutting temperature. The following temperature data were collected during the cuts at three different cutting speeds (feed and depth were held constant): (1) v = 100 m/min, T = 505C, (2) v = 130 m/min, T = 552C, (3) v = 160 m/min, T = 592C. Determine an equation for temperature as a function of cutting speed that is in the form of the Trigger equation, Eq. (21.23).",Solution: Trigger equation T = Kv^m Choose points (1) and (3) and solve simultaneous equations using T = Kv^m as the model. (1) 505 = K(100)^m and (3) 592 = K(160)^m  (1) ln 505 = ln K + m ln 100 and (3) ln 592 = ln K + m ln 160   Combining (1) and (3): ln 505 -m ln 100 = ln 592 -m ln 160 6.2246  -  4.6052 m = 6.3835  -  5.0752 m (1) K = 505/100^0.338 = 505/4.744 = 106.44  (2) K = 592/160^0.338 = 592/5.561 = 106.45 Use K = 106.45   Check equation with data point (2): T = 106.45(130)^0.338 = 551.87C (pretty close to the given value of 552C).,446,535
22,22.2,"In a production turning operation, the foreman has decreed that a single pass must be completed on the cylindrical workpiece in 5.0 min. The piece is 400 mm long and 150 mm in diameter. Using a feed = 0.30 mm/rev and a depth of cut = 4.0 mm, what cutting speed must be used to meet this machining time requirement?",Solution: Starting with Eq. (22.5): Tm = DoL/vf. Rearranging to determine cutting speed: v = DoL/fTm          v = pi(0.4)(0.15)/(0.30)(10-3)(5.0) = 0.1257(103) m/min = 125.7 m/min,320,168
22,22.3,"A facing operation is performed on an engine lathe. The diameter of the cylindrical part is 6 in and the length is 15 in. The spindle rotates at a speed of 180 rev/min. Depth of cut = 0.110 in, and feed = 0.008 in/rev. Assume the cutting tool moves from the outer diameter of the workpiece to exactly the center at a constant velocity. Determine (a) the velocity of the tool as it moves from the outer diameter towards the center and (b) the cutting time.",Solution: (a) fr = fN = (0.008 in/rev)(180 rev/min) = 1.44 in/min (b) L = distance from outside to center of part = D/2; Tm = L/fr = D/(2fr) = 6/(2 x 1.44) = 2.083 min,461,167
22,22.4,"A tapered surface is to be turned on an automatic lathe. The workpiece is 750 mm long with minimum and maximum diameters of 100 mm and 200 mm at opposite ends. The automatic controls on the lathe permit the surface speed to be maintained at a constant value of 200 m/min by adjusting the rotational speed as a function of workpiece diameter. Feed = 0.25 mm/rev and depth of cut = 3.0 mm. The rough geometry of the piece has already been formed, and this operation will be the final cut. Determine (a) the time required to turn the taper  ","Solution: (a) RMR = vfd = (200 m/min)(103 mm/m)(0.25 mm)(3.0 mm) = 150,000 mm3/min Area of frustrum of cone A = (R1+ R2){h2+ (R1 -  R2)^2}^0.5 Given R1 = 100 mm, R2 = 50 mm, and h = 750 mm, A = (100 + 50){7502 + (100  -  50)^2}^0.5 = 150pi(565,000)^0.5 = 354,214 mm2 Given depth of cut d = 3.0 mm, volume cut V = Ad = (354,214 mm2)(3.0 mm) = 1,062,641 mm3 Tm = V/RMR = (1,062,641 mm3)/(150,000 mm3/min) = 7.084 min",609,543
22,22.6,"A cylindrical work bar with 4.5 in diameter and 52 in length is chucked in an engine lathe and supported at the opposite end using a live center. A 46.0 in portion of the length is to be turned to a diameter of 4.25 in one pass at a speed of 450 ft/min. The metal removal rate should be 6.75 in3/min. Determine (a) the required depth of cut, (b) the required feed, and (c) the cutting time.",Solution: (a) depth d = (4.50 -4.25)/2 = 0.125 in (b) RMR = vfd; f = RMR/(12vd) = 6.75/(12 x 450 x 0.125) = 0.010 in f = 0.010 in/rev  (c) N = v/piD = 450 x 12/4.5pi = 382 rev/min fr = 382(0.010) = 3.82 in/min Tm = 46/3.82 = 12.04 min,396,232
22,22.1,"A drilling operation is to be performed with a 12.7 mm diameter twist drill in a steel workpart. The hole is a blind hole at a depth of 60 mm and the point angle is 118. The cutting speed is 25 m/min and the feed is 0.30 mm/rev. Determine (a) the cutting time to complete the drilling operation, and (b) metal removal rate during the operation, after the drill bit reaches full diameter.","Solution: (a) N = v/piD = 25(10^3) / (12.7pi) = 626.6 rev/min fr = Nf = 626.6(0.30) = 188 mm/min A = 0.5D tan (90  - theta /2) = 0.5(12.7)tan(90  -  118/2) = 3.82 mm Tm = (d + A)/fr = (60 + 3.82)/188 = 0.339 min  (b) RMR = 0.25piD^2fr = 0.25pi(12.7)^2(188) = 23,800 mm3/min",393,255
22,22.13,"A gundrilling operation is used to drill a 9/64-in diameter hole to a certain depth. It takes 4.5 minutes to perform the drilling operation using high pressure fluid delivery of coolant to the drill point. The current spindle speed = 4000 rev/min, and feed = 0.0017 in/rev. In order to improve the surface finish in the hole, it has been decided to increase the speed by 20% and decrease the feed by 25%. How long will it take to perform the operation at the new cutting conditions?",Solution: fr = Nf = 4000 rev/min (0.0017 in/rev) = 6.8 in/min Hole depth d = 4.5 min (6.8 in/min) = 30.6 in New speed v = 4000(1 + 0.20) = 4800 rev/min New feed f = 0.0017(1-0.25) = 0.001275 in/min New feed rate fr = 4800(0.001275) = 6.12 in/min New drilling time Tm = 30.6/6.12 in/min = 5.0 min,488,303
22,22.2,"0 The top surface of a rectangular workpart is machined using a peripheral milling operation. The workpart is 735 mm long by 50 mm wide by 95 mm thick. The milling cutter, which is 60 mm in diameter and has five teeth, overhangs the width of the part equally on both sides. Cutting speed = 80 m/min, chip load = 0.30 mm/tooth, and depth of cut = 7.5 mm. (a) Determine the time required to make one pass across the surface, given that the setup and machine settings provide an approach distance of 5 mm before actual cutting begins and an overtravel distance of 25 mm after actual cutting has finished. (b) What is the maximum material removal rate during the cut?","Solution: (a) N = v/piD = 80,000 mm/60pi = 424.4 rev/min fr = Nntf = 424.4(5)(0.3) = 636.6 mm/min A = (d(D-d))^0.5 = (7.5(60-7.5))^0.5 = 19.84 mm Tm = (735 + 5 + 19.84 + 25)/636.6 = 1.233 min (b) RMR = wdfr = 60(7.5)(636.6) = 286,470 mm3/min ",667,268
22,22.23,"A shaper is used to reduce the thickness of a 50 mm part to 45 mm. The part is made of cast iron and has a tensile strength of 270 MPa and a Brinell hardness of 165 HB. The starting dimensions of the part are 750 mm x 450 mm x 50 mm. The cutting speed is 0.125 m/sec and the feed is 0.40 mm/pass. The shaper ram is hydraulically driven and has a return stroke time that is 50% of the cutting stroke time. An extra 150 mm must be added before and after the part for acceleration and deceleration to take place. Assuming the ram moves parallel to the long dimension of the part, how long will it take to machine?",Solution: Time per forward stroke = (150 + 750 + 150)/(0.125 x 1000) = 8.4 sec Time per reverse stroke = 0.50(8.4) = 4.2 sec Total time per pass = 8.4 + 4.2 = 12.6 sec = 0.21 min Number of passes = 450/0.40 = 1125 passes Total time Tm = 1125(0.21) = 236 min,616,257
23,23.5,"Tool life tests on a lathe have resulted in the following data: (1) at a cutting speed of 375 ft/min, the tool life was 5.5 min; (2) at a cutting speed of 275 ft/min, the tool life was 53 min. (a) Determine the parameters n and C in the Taylor tool life equation. (b) Based on the n and C values, what is the likely tool material used in this operation?","Solution: (a) VTn = C; Two equations: (1) 375(5.5)^n = C and (2) 275(53)^n = C 375(5.5)^n = 275(53)^n 375/275 = (53/5.5)^n 1.364 = (9.636)^n    ln 1.364 = n ln 9.636 0.3102 = 2.2655 n n = 0.137     C = 375(5.5)^0.137 = 375(1.2629)       C = 474    Check: C = 275(53)^0.137 = 275(1.7221) = 474 (b) Comparing these values of n and C with those in Table 23.2, the likely tool material is high speed steel.  ",531,529
23,23.7,Turning tests have resulted in 1-min tool life at a cutting speed = 4.0 m/s and a 20-min tool life at a speed = 2.0 m/s. (a) Find the n and C values in the Taylor tool life equation. (b) Project how long the tool would last at a speed of 1.0 m/s.,"Solution: (a) For data (1) T = 1.0 min, then C = 4.0 m/s = 240 m/min For data (2) v = 2 m/s = 120 m/min 120(20)^n = 240 20^n = 240/120 = 2.0 n ln20 = ln2.0 (b) At v = 1.0 m/s = 60 m/min     60(T)^0.2314 = 240       (T)^0.2314 = 240/60 = 4.0      T = (4.0)^(1/0.2314) = (4)^4.3215 = 400 min",252,267
23,23.1,"For the tool life plot of Figure 23.5, show that the middle data point (v = 130 m/min, T = 12 min) is consistent with the Taylor equation determined in Example Problem 23.1.","Solution: Taylor equation calculated in Example 23.1 is: vT^0.223 = 229. Consistency would be demonstrated by using the values from the middle data point (T = 12 min at v = 130 ft/min) in the equation and obtaining the same value of C as above (C = 229). 130(12)^0.223 = 130(1.7404) = 226.3 This represents a difference of less than 1.2%, which is close enough and well within expected random variation in typical tool life data.",179,427
23,23.12,"The Taylor equation for a certain set of test conditions is vT^.25 = 1000, where the U.S. customary units are used: ft/min for v and min for T. Convert this equation to the equivalent Taylor equation in the International System of units (metric), where v is in m/sec and T is in seconds. Validate the metric equation using a tool life = 16 min. That is, compute the corresponding cutting speeds in ft/min and m/sec using the two equations.","Solution: vT^0.25 = 1000(Tref)^0.25 C = 1000 ft/min for a 1.0 min tool life; ft/min converts to m/s as (1000 ft/min)(0.3048m/ft)(1 min/60 s) = 5.08 m/s Tref = 1 min = 60 s. (Tref)^0.25 = (60)^0.25 = 2.78316 The converted value of C = 5.08(2.78316) = 14.14 The converted equation is: vT^0.25 = 14.14, where v = m/s and T = s. Check both equations at T = 16 min = 960 s. USCU: v = 1000/16^0.25 = 1000/2 = 500 ft/min SI: v = 14.14/960^0.25 = 14.14/5.566 = 2.54 m/s Check: (500 ft/min)( 0.3048m/ft)(1 min/60 s) = 2.54 m/s Q.E.D.",444,517
23,23.15,"The n and C values in Table 23.2 are based on a feed rate of 0.25 mm/rev and a depth of cut = 2.5 mm. Determine how many cubic mm of steel would be removed for each of the following tool materials, if a 10-min tool life were required in each case: (a) plain carbon steel, (b) high speed steel","Solution: (a) Plain carbon steel: n = 0.10, C = 20 m/min v = 20/10^0.1 = 20/1.259 = 15.886 m/min RMR = 15.886(10^3)(0.25)(2.50) = 9.9288(10^3) m3/min For 10 min, metal removed = 10(9.9288)(10^3) = 99.288(103) mm3 (b) HSS: n = 0.125, C = 70 m/min v = 70/10^0.125 = 70/1.333 = 52.513 m/min RMR = 52.513(10^3)(0.25)(2.50) = 32.821(10^3) mm3/min For 10 min, metal removed = 10(32.821(10^3)) = 328.21(10^3) mm3 ",386,807
23,23.22,"Specify the ANSI C-grade or grades (C1 through C8 in Table 23.5) of cemented carbide for each of the following situations: (a) turning the diameter of a high carbon steel shaft from 4.2 in to 3.5 in, (b) making a final face milling pass using a shallow depth of cut and feed on a titanium part, (c) boring out the cylinders of an alloy steel automobile engine block prior to honing, and (d) cutting the threads on the inlet and outlet of a large brass valve.","Solution: (a) High carbon steel limits choice to grades C5-C8. A large amount of material is being removed so it is a roughing cut. C5 or C6 could be used, depending on the finish required after the process is complete.  (b) Titanium limits the choice of grades to C1-C4. Small feed and depth of cut indicate a finish pass. Depending on the finish requirements, C3 or C4 would be selected.  (c) Alloy steel limits the choice of grades to C5-C8. Boring cylinders requires precision finishing. Choose either C7 or C8  (d) Brass limits the choice of grades to C1-C4. This is a finishing operation that could use C3 or C4.",464,618
23,23.23,"A certain machine shop uses four cemented carbide grades in its operations. The chemical composition of these grades are as follows: Grade 1 contains 95% WC and 5% Co; Grade 2 contains 82% WC, 4% Co, and 14% TiC; Grade 3 contains 80% WC, 10% Co, and 10% TiC; and Grade 4 contains 89% WC and 11% Co. (a) Which grade should be used for finish turning of unhardened steel? (b) Which grade should be used for rough milling of aluminum? (c) Which grade should be used for finish turning of brass? (d) Which of the grades listed would be suitable for machining cast iron? For each case, explain your recommendation.",Solution: (a) Finish turning of unhardened steel. Specify a steel-cutting grade suitable for finishing. This is a grade with TiC and low cobalt. Choose grade 2. (b) Rough milling of aluminum. Specify a non-steel roughing grade. This is a grade with no TiC and high cobalt. Choose grade 4.  (c) Finish turning of brass. Specify a non-steel finishing grade. This is a grade with no TiC and low cobalt. Choose grade 1.  (d) Machining cast iron. Cast iron is included with the non-steel grades. Specify grade 1 for finishing and grade 4 for roughing.,615,546
23,23.24,"List the ISO R513-1975(E) group (letter and color in Table 23.6) and whether the number would be toward the lower or higher end of the ranges for each of the following situations: (a) milling the head gasket surface of an aluminum cylinder head of an automobile (cylinder head has a hole for each cylinder and must be very flat and smooth to mate up with the block), (b) rough turning a hardened steel shaft, (c) milling a fiber-reinforced polymer composite that requires a precise finish, and (d) milling the rough shape in a die made of steel before it is hardened.","Solution: (a) Aluminum would be the K (red) group. Milling the surface with large holes in it will create shock loading on the tool. This will require higher toughness. Because it is a finish cut, it will require higher hardness. A mid-range number will provide both. Move towards the low numbers for higher hardness if possible. (b) Hardened steel shaft would indicate group P (blue). Rough cut would require higher toughness so choose a higher number  (c) Composite is a nonmetallic and would use group K (red). Precise machining would require a high hardness (lower number).  (d) Steel would indicate the P (blue) group. Rough milling would indicate a higher toughness and thus a high number.",573,695
23,23.25,"A turning operation is performed on a steel shaft with diameter = 5.0 in and length = 32 in. A slot or keyway has been milled along its entire length. The turning operation reduces the shaft diameter. For each of the following tool materials, indicate whether it is a reasonable candidate to use in the operation: (a) plain carbon steel, (b) high-speed steel, (c) cemented carbide, (d) ceramic, and (e) sintered polycrystalline diamond. For each material that is not a good candidate, give the reason why it is not.","Solution: The lengthwise slot results in an interrupted cut, so toughness is important in the tool material. (a) Plain carbon steel: not economical because of low cutting speeds.  (b) HSS: this is a reasonable candidate; it has good toughness for the interrupted cut.  (c) Cemented carbide: this is a reasonable candidate; it must be a steel cutting grade with high toughness (high cobalt content).  (d) Ceramic: this is not a good candidate because of its low toughness; it is likely to fracture during interrupted cutting.  (e) Sintered polycrystalline diamond: SPD is not suitable for cutting steel.  ",521,618
23,23.26,"In a milling operation with no coolant, a cutting speed of 500 ft/min is used. The current cutting conditions (dry) yield Taylor tool life equation parameters of n = 0.25 and C = 1300 (ft/min). When a coolant is used in the operation, the cutting speed can be increased by 20% and still maintain the same tool life. Assuming n does not change with the addition of coolant, what is the resulting change in the value of C?","Solution: Find the present tool life T vT^n = C; T = (C/v)^(1/n) T = (1300/500)^(1/.25) = 2.60^4.0 = 45.7 min After coolant, the new cutting speed would be 500(1+.20) = 600 If the tool life stays the same, C = vT^n = 600(45.7)^.25 = 1560                                                                                 % increase in C = (1560-1500)/1500 = 20% Note: When viewing the log-log plot of the Taylor tool life curve, it is a straight line. Since n, the slope, is not affected by the coolant, the coolant effectively raises the line on the graph. Raising the curve so that it increases the value of v by a certain percentage will increase C by the same percentage. This is true independent of the values of n and C.",426,637
